"sample","function_type","function_id","function_label","count"
"A4","ec","ec:3.6.4.12","ec|ec:3.6.4.12",3
"A4","ec","ec:3.6.5.-","ec|ec:3.6.5.-",4
"A4","ec","ec:5.4.99.62","ec|ec:5.4.99.62",1
"A4","ec","ec:6.3.5.3","ec|ec:6.3.5.3",2
"A4","ec","ec:7.1.2.2","ec|ec:7.1.2.2",9
"A4","go","go:0000049","go|go:0000049",17
"A4","go","go:0000105","go|go:0000105",2
"A4","go","go:0000166","go|go:0000166",11
"A4","go","go:0000287","go|go:0000287",28
"A4","go","go:0000314","go|go:0000314",3
"A4","go","go:0000428","go|go:0000428",4
"A4","go","go:0000917","go|go:0000917",6
"A4","go","go:0000976","go|go:0000976",10
"A4","ko","ko:K00053","ko|ko:K00053",1
"A4","ko","ko:K01126","ko|ko:K01126",1
"A4","ko","ko:K01462","ko|ko:K01462",1
"A4","ko","ko:K02834","ko|ko:K02834",1
"A4","ko","ko:K02864","ko|ko:K02864",1
"A4","ko","ko:K02871","ko|ko:K02871",1
"A4","ko","ko:K02874","ko|ko:K02874",2
"A4","ko","ko:K02913","ko|ko:K02913",1
"A4","ko","ko:K02948","ko|ko:K02948",2
"A4","ko","ko:K02950","ko|ko:K02950",2
"A4","ko","ko:K02954","ko|ko:K02954",1
"A4","ko","ko:K02963","ko|ko:K02963",1
"A4","ko","ko:K02968","ko|ko:K02968",1
"A4","ko","ko:K02982","ko|ko:K02982",2
"A4","ko","ko:K02990","ko|ko:K02990",2
"A4","ko","ko:K02992","ko|ko:K02992",2
"A4","ko","ko:K03100","ko|ko:K03100",1
"A4","ko","ko:K03217","ko|ko:K03217",1
"A4","ko","ko:K03282","ko|ko:K03282",1
"A4","ko","ko:K03424","ko|ko:K03424",2
"A4","ko","ko:K03975","ko|ko:K03975",2
"A4","ko","ko:K06726","ko|ko:K06726",1
"A4","ko","ko:K06901","ko|ko:K06901",2
"A4","product","product:16S rRNA (guanine(527)-N(7))-methyltransferase RsmG","product|product:16S rRNA (guanine(527)-N(7))-methyltransferase RsmG",1
"A4","product","product:30S ribosomal protein S10","product|product:30S ribosomal protein S10",2
"A4","product","product:30S ribosomal protein S11","product|product:30S ribosomal protein S11",2
"A4","product","product:30S ribosomal protein S12","product|product:30S ribosomal protein S12",1
"A4","product","product:30S ribosomal protein S18","product|product:30S ribosomal protein S18",1
"A4","product","product:30S ribosomal protein S20","product|product:30S ribosomal protein S20",1
"A4","product","product:30S ribosomal protein S3","product|product:30S ribosomal protein S3",2
"A4","product","product:30S ribosomal protein S5","product|product:30S ribosomal protein S5",1
"A4","product","product:50S ribosomal protein L10","product|product:50S ribosomal protein L10",1
"A4","product","product:50S ribosomal protein L13","product|product:50S ribosomal protein L13",2
"A4","product","product:50S ribosomal protein L15","product|product:50S ribosomal protein L15",2
"A4","product","product:50S ribosomal protein L16","product|product:50S ribosomal protein L16",1
"A4","product","product:50S ribosomal protein L23","product|product:50S ribosomal protein L23",1
"A4","product","product:50S ribosomal protein L29","product|product:50S ribosomal protein L29",1
"A4","product","product:50S ribosomal protein L3","product|product:50S ribosomal protein L3",1
"A4","product","product:50S ribosomal protein L33","product|product:50S ribosomal protein L33",2
"A4","product","product:6-phosphofructokinase","product|product:6-phosphofructokinase",1
"A4","product","product:ABC transmembrane type-1 domain-containing protein","product|product:ABC transmembrane type-1 domain-containing protein",1
"A4","product","product:ABC transporter ATP-binding protein","product|product:ABC transporter ATP-binding protein",2
"A4","product","product:ABC transporter permease","product|product:ABC transporter permease",4
"A4","product","product:ABC transporter substrate-binding protein","product|product:ABC transporter substrate-binding protein",4
"A4","product","product:ATP-binding cassette domain-containing protein","product|product:ATP-binding cassette domain-containing protein",6
"A4","product","product:ATP-binding protein","product|product:ATP-binding protein",1
"A4","product","product:Acetyltransferase","product|product:Acetyltransferase",2
"A4","product","product:Alcohol dehydrogenase","product|product:Alcohol dehydrogenase",2
"A4","product","product:Asp23/Gls24 family envelope stress response protein","product|product:Asp23/Gls24 family envelope stress response protein",1
"A4","product","product:D-ribose pyranase","product|product:D-ribose pyranase",1
"A4","product","product:DNA-binding protein","product|product:DNA-binding protein",2
"A4","product","product:F0F1 ATP synthase subunit epsilon","product|product:F0F1 ATP synthase subunit epsilon",1
"A4","product","product:GNAT family N-acetyltransferase","product|product:GNAT family N-acetyltransferase",2
"A4","product","product:L-lactate permease","product|product:L-lactate permease",2
"A4","product","product:Lipoprotein","product|product:Lipoprotein",6
"A4","product","product:MFS transporter","product|product:MFS transporter",3
"A4","product","product:Major facilitator superfamily (MFS) profile domain-containing protein","product|product:Major facilitator superfamily (MFS) profile domain-containing protein",2
"A4","product","product:Membrane protein","product|product:Membrane protein",3
"A4","product","product:Methyltransferase","product|product:Methyltransferase",1
"A4","product","product:N-acetyltransferase","product|product:N-acetyltransferase",2
"A4","product","product:N-acetyltransferase domain-containing protein","product|product:N-acetyltransferase domain-containing protein",3
"A4","product","product:Peptidyl-prolyl cis-trans isomerase","product|product:Peptidyl-prolyl cis-trans isomerase",1
"A4","product","product:Putative membrane protein","product|product:Putative membrane protein",1
"A4","product","product:SDR family oxidoreductase","product|product:SDR family oxidoreductase",2
"A4","product","product:Secreted protein","product|product:Secreted protein",5
"A4","product","product:Transcriptional regulator","product|product:Transcriptional regulator",3
"A4","product","product:Transporter","product|product:Transporter",1
"A4","product","product:Transposase","product|product:Transposase",8
"A4","product","product:dUTP diphosphatase","product|product:dUTP diphosphatase",3
"A4","product","product:helix-turn-helix domain-containing protein","product|product:helix-turn-helix domain-containing protein",1
"A4","product","product:histidine kinase","product|product:histidine kinase",2
"A4","product","product:phosphoribosylformylglycinamidine synthase subunit PurQ","product|product:phosphoribosylformylglycinamidine synthase subunit PurQ",1
"B5","ec","ec:1.6.5.9","ec|ec:1.6.5.9",2
"B5","ec","ec:2.1.1.-","ec|ec:2.1.1.-",3
"B5","ec","ec:2.1.1.170","ec|ec:2.1.1.170",1
"B5","ec","ec:2.7.7.6","ec|ec:2.7.7.6",2
"B5","ec","ec:2.7.7.7","ec|ec:2.7.7.7",1
"B5","ec","ec:3.1.-.-","ec|ec:3.1.-.-",1
"B5","ec","ec:3.4.24.-","ec|ec:3.4.24.-",4
"B5","ec","ec:3.5.1.2","ec|ec:3.5.1.2",1
"B5","ec","ec:3.5.1.88","ec|ec:3.5.1.88",1
"B5","ec","ec:3.6.1.-","ec|ec:3.6.1.-",2
"B5","ec","ec:3.6.4.-","ec|ec:3.6.4.-",3
"B5","ec","ec:3.6.4.12","ec|ec:3.6.4.12",3
"B5","ec","ec:5.4.99.62","ec|ec:5.4.99.62",1
"B5","ec","ec:5.6.2.3","ec|ec:5.6.2.3",1
"B5","ec","ec:6.3.5.3","ec|ec:6.3.5.3",1
"B5","ec","ec:7.1.2.2","ec|ec:7.1.2.2",8
"B5","go","go:0000049","go|go:0000049",9
"B5","go","go:0000105","go|go:0000105",1
"B5","go","go:0000166","go|go:0000166",4
"B5","go","go:0000287","go|go:0000287",17
"B5","go","go:0000314","go|go:0000314",2
"B5","go","go:0000428","go|go:0000428",1
"B5","go","go:0000917","go|go:0000917",2
"B5","go","go:0000976","go|go:0000976",5
"B5","ko","ko:K00053","ko|ko:K00053",1
"B5","ko","ko:K01462","ko|ko:K01462",1
"B5","ko","ko:K02314","ko|ko:K02314",1
"B5","ko","ko:K02864","ko|ko:K02864",1
"B5","ko","ko:K02871","ko|ko:K02871",1
"B5","ko","ko:K02874","ko|ko:K02874",1
"B5","ko","ko:K02913","ko|ko:K02913",1
"B5","ko","ko:K02948","ko|ko:K02948",2
"B5","ko","ko:K02950","ko|ko:K02950",1
"B5","ko","ko:K02963","ko|ko:K02963",2
"B5","ko","ko:K02968","ko|ko:K02968",1
"B5","ko","ko:K02982","ko|ko:K02982",1
"B5","ko","ko:K02992","ko|ko:K02992",1
"B5","ko","ko:K03100","ko|ko:K03100",1
"B5","ko","ko:K03217","ko|ko:K03217",1
"B5","ko","ko:K03282","ko|ko:K03282",1
"B5","ko","ko:K03402","ko|ko:K03402",1
"B5","ko","ko:K03424","ko|ko:K03424",1
"B5","ko","ko:K06726","ko|ko:K06726",1
"B5","ko","ko:K06901","ko|ko:K06901",2
"B5","product","product:16S rRNA (guanine(527)-N(7))-methyltransferase RsmG","product|product:16S rRNA (guanine(527)-N(7))-methyltransferase RsmG",1
"B5","product","product:30S ribosomal protein S10","product|product:30S ribosomal protein S10",1
"B5","product","product:30S ribosomal protein S11","product|product:30S ribosomal protein S11",2
"B5","product","product:30S ribosomal protein S12","product|product:30S ribosomal protein S12",1
"B5","product","product:30S ribosomal protein S18","product|product:30S ribosomal protein S18",2
"B5","product","product:30S ribosomal protein S20","product|product:30S ribosomal protein S20",1
"B5","product","product:30S ribosomal protein S3","product|product:30S ribosomal protein S3",1
"B5","product","product:30S ribosomal protein S5","product|product:30S ribosomal protein S5",1
"B5","product","product:50S ribosomal protein L10","product|product:50S ribosomal protein L10",1
"B5","product","product:50S ribosomal protein L13","product|product:50S ribosomal protein L13",1
"B5","product","product:50S ribosomal protein L15","product|product:50S ribosomal protein L15",1
"B5","product","product:50S ribosomal protein L16","product|product:50S ribosomal protein L16",1
"B5","product","product:50S ribosomal protein L23","product|product:50S ribosomal protein L23",1
"B5","product","product:50S ribosomal protein L29","product|product:50S ribosomal protein L29",2
"B5","product","product:50S ribosomal protein L3","product|product:50S ribosomal protein L3",1
"B5","product","product:50S ribosomal protein L33","product|product:50S ribosomal protein L33",1
"B5","product","product:6-phosphofructokinase","product|product:6-phosphofructokinase",1
"B5","product","product:ABC transporter ATP-binding protein","product|product:ABC transporter ATP-binding protein",3
"B5","product","product:ABC transporter domain-containing protein","product|product:ABC transporter domain-containing protein",1
"B5","product","product:ABC transporter permease","product|product:ABC transporter permease",1
"B5","product","product:ATP-binding cassette domain-containing protein","product|product:ATP-binding cassette domain-containing protein",3
"B5","product","product:ATP-binding protein","product|product:ATP-binding protein",3
"B5","product","product:Acetyltransferase","product|product:Acetyltransferase",1
"B5","product","product:D-ribose pyranase","product|product:D-ribose pyranase",1
"B5","product","product:F0F1 ATP synthase subunit epsilon","product|product:F0F1 ATP synthase subunit epsilon",1
"B5","product","product:GNAT family N-acetyltransferase","product|product:GNAT family N-acetyltransferase",3
"B5","product","product:L-lactate permease","product|product:L-lactate permease",2
"B5","product","product:Lipoprotein","product|product:Lipoprotein",2
"B5","product","product:MFS transporter","product|product:MFS transporter",4
"B5","product","product:Major facilitator superfamily (MFS) profile domain-containing protein","product|product:Major facilitator superfamily (MFS) profile domain-containing protein",2
"B5","product","product:Membrane protein","product|product:Membrane protein",3
"B5","product","product:Methyltransferase","product|product:Methyltransferase",1
"B5","product","product:N-acetyltransferase","product|product:N-acetyltransferase",1
"B5","product","product:Peptidyl-prolyl cis-trans isomerase","product|product:Peptidyl-prolyl cis-trans isomerase",2
"B5","product","product:Putative membrane protein","product|product:Putative membrane protein",1
"B5","product","product:SDR family oxidoreductase","product|product:SDR family oxidoreductase",1
"B5","product","product:Secreted protein","product|product:Secreted protein",2
"B5","product","product:Transcriptional regulator","product|product:Transcriptional regulator",5
"B5","product","product:Transporter","product|product:Transporter",1
"B5","product","product:Transposase","product|product:Transposase",6
"B5","product","product:dUTP diphosphatase","product|product:dUTP diphosphatase",1
"B5","product","product:helix-turn-helix domain-containing protein","product|product:helix-turn-helix domain-containing protein",2
"B5","product","product:histidine kinase","product|product:histidine kinase",4
"B5","product","product:phosphoribosylformylglycinamidine synthase subunit PurQ","product|product:phosphoribosylformylglycinamidine synthase subunit PurQ",1
